CNPJ;Razao Social;Endereco;Telefone;Regime
33.160.443/0001;BETERO PRODUCOES LTDA Fantasia: BETERO PRODUCOES;AVENIDA VISCONDE DO RIO BRANCO, 138 , BAIRRO;(41) 3472-1252;SIMPLES NACIONAL
33.160.898/0002;BONDSPETINHOS BUFFET E ASSADORES LTDA;AVENIDA MINAS GERAIS, 780 , BAIRRO COROADOS;(41) 99906-7301;SIMPLES NACIONAL
33.163.914/0001;CECILIA GASPAR DIAS RUA DOS NAVEGANTES, 320 BRCAO BARRACAO,;;(41) 99159-1388;SIMPLES NACIONAL
33.177.524/0001;BORO PESCADOS LTDA. AVENIDA DOS GUARAS, 1015 , BAIRRO PICARRAS;AVENIDA DOS GUARAS, 1015 , BAIRRO PICARRAS;"(41) 3472-4054
(41) 99693-2988";SIMPLES NACIONAL
33.178.772/0001;SOUZA & FERNANDES TELECOM LTDA Fantasia: ES TELECOM;AVENIDA DAMIAO BOTELHO DE SOUZA, 522 ,;(41) 3442-5891;SIMPLES NACIONAL
33.187.240/0001;IVANOSKI COMERCIO DE ALIMENTOS LTDA Fantasia: IVANOSKI;;(41) 99766-3508;SIMPLES NACIONAL
33.216.911/0001;E.C. FORTUNATO ESQUADRIAS LTDA Fantasia: F&B COMERCIO;AVENIDA PARANA, 346 , BAIRRO VILA ESPERANCA;(41) 3442-1423;SIMPLES NACIONAL
33.218.119/0001;IMOBILIARIA OCEANO LTDA. AVENIDA VISCONDE DO RIO BRANCO, 3980 , BAIRRO;AVENIDA VISCONDE DO RIO BRANCO, 3980 , BAIRRO;(41) 99742-9413;SIMPLES NACIONAL
33.260.071/0001;ASSADOS MIRANDA LTDA Fantasia: ASSADOS MIRANDA;AVENIDA PREFEITO MIGUEL JAMUR, 416 , BAIRRO;"(41) 98458-9754 
ewertonesdel546";SIMPLES NACIONAL
33.264.282/0001;FJ RAMOS SERVICOS ADMINISTRATIVOS LTDA RUA MANOEL HENRIQUE, 455 , BAIRRO CENTRO;;"(41) 3442-1831
departamentolegal4";SIMPLES NACIONAL
33.282.392/0001;ANA K BOUTIQUE LTDA Fantasia: ANA K.BOUTIQUE MODA CRISTA;;"(41) 3443-6275
anak.boutique0419";SIMPLES NACIONAL
33.286.056/0001;ARREDONDO ADMINISTRADORA DE BENS LTDA;;(41) 99733-7922;LUCRO PRESUMIDO
33.372.341/0001;BICHO BRASILEIRO AQUICULTURA LTDA Fantasia: CRIANDO PEIXE;;(41) 98836-4662;SIMPLES NACIONAL
33.372.621/0001;MARCOS DOS SANTOS CONSTRUCOES Fantasia: MJB CONSTRUCOES;;(41) 99850-0994;SIMPLES NACIONAL
33.391.302/0001;W.CRISTIAN LANKEUWICZ OROWICZ LTDA Fantasia: WILLIAN FEIJAO;AVENIDA ATLANTICA, 1998 , BAIRRO BREJATUBA;(41) 99257-7149;SIMPLES NACIONAL
33.413.020/0001;ALBERTINO ESPINDOLA Fantasia: ALBERTINO SERVICOS E JARDINAGEM;;(41) 99865-7622;SIMPLES NACIONAL
33.591.547/0001;MARINHUK TRANSPORTES LTDA Fantasia: M M TURISMO;;(41) 99716-1288;SIMPLES NACIONAL
33.603.506/0001;WANDERLEI DE SOUZA APARECIDO Fantasia: MAXPET DISTRIBUIDORA;;(43) 99854-2122;PRESUMIDO OU LUCRO REAL
33.626.980/0001;DEMORE & DEMORE COMERCIO ALIMENTOS LTDA;AVENIDA GUAIRA, 1126 , BAIRRO COHAPAR;(41) 99739-4790;SIMPLES NACIONAL
33.795.917/0001;FABIO CARLOS RUTHES RUA ARAUCARIAS, 753, 753 , BAIRRO COHAPAR;;(41) 99930-4377;SIMPLES NACIONAL
33.876.167/0001;MURILO WOLFF DOS SANTOS Fantasia: VESTE WOLFF;AVENIDA 29 DE ABRIL, 805 LOJA 04 QUADRA0082;(41) 99528-6690;SIMPLES NACIONAL
33.880.351/0001;SORVETERIA 60 SABORES CENTRO LTDA Fantasia: SORVETERIA 60 SABORES CENTRO;;(41) 99907-1303;SIMPLES NACIONAL
33.883.099/0001;NOVA SATIRO PESCADOS LTDA Fantasia: NOVA SATIRO PESCADOS;AVENIDA GUARATUBA, 5 , BAIRRO PICARRAS;(47) 3472-3217;SIMPLES NACIONAL
33.929.814/0001;CLAUDIA MARA NUNES - ACADEMIA Fantasia: ACADEMIA SUMMER PLANET COROADOS;AVENIDA MINAS GERAIS, 425 , BAIRRO BALNEARIO;(41) 99933-0436;SIMPLES NACIONAL
34.066.397/0001;JEFERSON ARTIGAS MACHADO SILVA Fantasia: JAMS SOLUCOES;;(41) 99686-2732;SIMPLES NACIONAL
34.066.629/0001;LEIDIANE GALDINO CARDOSO - COMERCIO DE BEBIDAS;AVENIDA DAMIAO BOTELHO DE SOUZA, 305 ,;(41) 99709-9673;PRESUMIDO OU LUCRO REAL
34.087.787/0001;H5 DIGITAL SOLUCAO DE MARKETING LTDA RUA ARAUCARIAS, 767 QUADRA0385 LOTE 00007,;;(41) 99772-8118;SIMPLES NACIONAL
34.132.930/0001;LETICIA TORQUATO MEDEIROS LTDA AVENIDA MINAS GERAIS, 34 LOTE 03 E 04 QUADRAH,;AVENIDA MINAS GERAIS, 34 LOTE 03 E 04 QUADRAH,;(41) 98441-3368;SIMPLES NACIONAL
34.208.925/0001;RAGIDA HAMMOUD HAMMOUD Fantasia: MAXI ESTILO GUARATUBA;;(41) 3422-7038;SIMPLES NACIONAL
34.261.549/0001;SCHEULA GOMES SOARES DO NASCIMENTO Fantasia: PIZZARIA NEREIDAS;AVENIDA VISCONDE DO RIO BRANCO, 4140 QUADRA;(41) 99276-2781;SIMPLES NACIONAL
34.390.608/0001;DEBORA DE ALMEIDA LEIRIA E CIA LTDA Fantasia: LEIRIAS REPRESENTACOES COMERCIAIS;;(41) 99671-9583;PRESUMIDO OU LUCRO REAL
34.396.617/0001;ELETROCENTRO MATERIAIS ELETRICOS LTDA.;;(41) 3472-3295;SIMPLES NACIONAL
34.414.450/0001;SIMPLE VISION DESENVOLVIMENTO DE SISTEMAS LTDA;;(41) 99111-4004;LUCRO PRESUMIDO
34.458.529/0001;LUZ DO SOL COMERCIO DE RECICLAVEIS LTDA Fantasia: LUZ DO SOL COMERCIO DE RECICLAVEIS;AVENIDA DOS GUARAS, 1271 ANDAR PRIMEIRO,;(43) 3326-0323;SIMPLES NACIONAL
34.471.395/0001;H. C. TROMBETTA TRANSPORTES E LOGISTICA LTDA;AVENIDA DO PATRIARCA, 959 , BAIRRO PICARRAS;(41) 3472-3331;PRESUMIDO OU LUCRO REAL
34.480.850/0001;FAUSTO JOSE GARCIA VERA Fantasia: PAINEIS LED BRASIL;;(41) 99616-2667;SIMPLES NACIONAL
34.498.636/0001;MUNIZ DIGITAL LTDA Fantasia: MUNIZ DIGITAL;AVENIDA MAFRA, 453 , BAIRRO PICARRAS;"(11) 98436-1153 
elaine.costaesilva1";SIMPLES NACIONAL
34.622.262/0001;DORCILIO CORREA DA SILVA - COMERCIO ARTIGO DO VESTUARIO;;"(41) 99825-4001 
(41) 99555-0769";SIMPLES NACIONAL
34.626.620/0001;NAIARA CRISTINA MUNIZ DE AZEVEDO DE LIMA & CIA LTDA;;"(41) 99776-0642 
naiaraloanda2010";SIMPLES NACIONAL
34.662.169/0001;SEBASTIAO A. MALOSTI SOLUCOES AUTOMOTIVAS;;(41) 99885-6880;SIMPLES NACIONAL
34.669.742/0001;ISAQUE AUGUSTO DE SOUZA - SEGURANCA Fantasia: I.A.S. SEGURANCA;;"(41) 99586-6079 
isaqueaufustodesousasousa117";SIMPLES NACIONAL
34.757.667/0001;ACIBALDO A. CAUDURO - INFORMATICA Fantasia: BIG BITS INFORMATICA;;(41) 99688-9049;SIMPLES NACIONAL
34.772.218/0001;ENESILDA DE ARAUJO - COMERCIO DE BEBIDAS;AVENIDA PREFEITO MIGUEL JAMUR, 268 , BAIRRO;(41) 3443-6048;SIMPLES NACIONAL
34.821.982/0001;CAROLINA RAMOS DANTAS Fantasia: RESTAURANTE OSTRA VIVA;;(41) 3473-2008;SIMPLES NACIONAL
34.911.831/0001;MARLETE DA ROCHA Fantasia: ELI CONVENIENCIA;;(41) 99213-4246;SIMPLES NACIONAL
34.994.839/0001;LONDON CAFE GUARATUBA LTDA Fantasia: LONDON CAFE;AVENIDA 29 DE ABRIL, 1017 SALA 02, BAIRRO;(44) 99860-2727;SIMPLES NACIONAL
35.006.298/0001;DENILSON DE MORAIS 07096864989 Fantasia: TX TUR TURISMO;;(41) 3442-7002;PRESUMIDO OU LUCRO REAL
35.028.032/0001;PRAIA CENTRAL GUARATUBA IMOVEIS LTDA Fantasia: CASTRO EMPREENDIMENTOS;AVENIDA 29 DE ABRIL, 858 LOJA 03, BAIRRO;(41) 3472-2833;SIMPLES NACIONAL
35.040.662/0001;D E SANTOS Fantasia: EMPLACAR;;(41) 99963-4790;SIMPLES NACIONAL
35.049.486/0001;HRC ODONTOLOGIA LTDA Fantasia: HRC ODONTOLOGIA LTDA;AVENIDA PONTA GROSSA, 809 SALA 2 LOTE 012A1;(41) 99894-8777;SIMPLES NACIONAL
35.067.770/0001;ALUISIO DA SILVA RAMOS SERVICOS DE SAUDE LTDA;AVENIDA PONTA GROSSA, 809 LOTE LOTE 012A1;(41) 99771-0502;SIMPLES NACIONAL
35.070.720/0001;A. CESAR MACEDO ROCHA ACESSORIOS Fantasia: BMR;;(41) 3472-9171;SIMPLES NACIONAL
35.070.720/0002;A. CESAR MACEDO ROCHA ACESSORIOS RUA JOSE DE ALENCAR, 952 , BAIRRO FIGUEIRA;;(41) 99964-0332;SIMPLES NACIONAL
35.077.610/0001;MERCATOR MAPEAMENTO AEREO E GEOPROCESSAMENTO LTDA;AVENIDA AVENIDA FLAMINGO, 155 SALA 01, BAIRRO;(47) 99966-3918;SIMPLES NACIONAL
35.086.286/0001;B. AUGUSTO PEDROTTI LTDA RUA ARAUCARIAS, 750 LOTE 0003 QUADRA0442;;(41) 3442-1572;SIMPLES NACIONAL
35.093.185/0001;ARI ANDERSON PEDROSO - PADARIA LTDA Fantasia: PANIFICADORA E CONFEITARIA DO ARI;;(41) 99822-1035;PRESUMIDO OU LUCRO REAL
35.094.089/0001;DEMILLY CARISSIMI CLINICA ODONTOLOGICA LTDA;AVENIDA 29 DE ABRIL, 490 LOJA 05, BAIRRO;(41) 99958-4060;SIMPLES NACIONAL
35.120.124/0001;CORDEIRO LUBRIFICACAO E CONVENIENCIA LTDA;AVENIDA 29 DE ABRIL, 288 BOX 01, BAIRRO CENTRO;(41) 99930-1465;SIMPLES NACIONAL
35.124.310/0001;EWR LOCACAO E MANUTENCAO DE EQUIPAMENTOS PARA CONSTRUCAO LTDA;AVENIDA SAO PAULO, 145 , BAIRRO BARRA DO;(41) 99105-1903;SIMPLES NACIONAL
35.148.100/0002;OPTICAS EVIDENCIA LTDA Fantasia: OPTICAS EVIDENCIA;;(46) 99985-4533;SIMPLES NACIONAL
35.155.675/0001;CLINICA JOINVILLE SERVICOS ODONTOLOGICOS LTDA;;(41) 99900-6363;SIMPLES NACIONAL
35.157.711/0001;UBIRATAN GAVIORNO SOBRINHO Fantasia: DONA CANOA RESTAURANTE;;(41) 99921-6063;PRESUMIDO OU LUCRO REAL
35.185.901/0001;KRONOS SEGURANCA PRIVADA LTDA Fantasia: KRONOS SEGURANCA PRIVADA;;"(47) 99972-8107 
brunojoinville08";SIMPLES NACIONAL
35.215.628/0001;ECO COMERCIO DE MEDICAMENTOS LTDA AVENIDA DAMIAO BOTELHO DE SOUZA, 306 ,;AVENIDA DAMIAO BOTELHO DE SOUZA, 306 ,;(41) 99856-0034;SIMPLES NACIONAL
35.224.121/0001;CLAUDINEI GARCIA DA SILVA LTDA Fantasia: NEY GAS;;(41) 99620-6961;SIMPLES NACIONAL
35.238.184/0001;FERNANDA DOS PASSOS CALDEIRA LTDA RUA VISCONDE DE GUARAPUAVA, S/N QUADRA0277;;(41) 3442-1572;SIMPLES NACIONAL
35.253.842/0001;WESLEN CLEITON SOARES - BEBIDAS LTDA Fantasia: MERCADO WNS;;(41) 99800-8554;SIMPLES NACIONAL
35.315.579/0001;RUSTIK COMERCIO DE ACESSORIOS PARA CELULAR LTDA;;(41) 99760-3896;PRESUMIDO OU LUCRO REAL
35.355.118/0001;C N CARVALHO PESCADOS LTDA Fantasia: KIM GUARATUBA;AVENIDA DAMIAO BOTELHO DE SOUZA, 1200 ,;(41) 99778-0714;PRESUMIDO OU LUCRO REAL
35.469.595/0001;VINICIUS DE SOUZA DELFINO - PISCINAS Fantasia: G M PISCINAS;AVENIDA CURITIBA, 1066 , BAIRRO CENTRO;(41) 3442-1478;SIMPLES NACIONAL
35.469.595/0002;VINICIUS DE SOUZA DELFINO - PISCINAS Fantasia: EXPOSICAO -AL/GM PISCINAS;AVENIDA PARANA, S/N , BAIRRO NEREIDAS;(41) 99997-6368;SIMPLES NACIONAL
35.469.630/0001;DANIELY DE OLIVEIRA MALAQUIAS - SERVICOS DE DEDETIZACAO;;(41) 99738-5025;SIMPLES NACIONAL
35.472.636/0001;CGR HORTIFRUTIGRANJEIROS LTDA Fantasia: CGR HORTIFRUTIGRANJEIROS LTDA;;(41) 99577-2170;SIMPLES NACIONAL
35.475.569/0001;GRUPO GRE EMPREENDIMENTOS LTDA RUA ESTRADA PORTO DE PASSAGEM, 09 , BAIRRO;;"(41) 98823-4788 
(46) 3527-1167
contabilidadeveiga61";SIMPLES NACIONAL
35.504.102/0001;RAMISSES CORREA COELHO MOVEIS Fantasia: CASA NOVA DECOR;AVENIDA AVENIDA VISCONDE DO RIO BRANCO, 2403;(47) 99608-1950;SIMPLES NACIONAL
35.522.439/0001;ROGERIO BENTO DE OLIVEIRA - AUTOELETRICA LTDA;;(41) 3442-1572;SIMPLES NACIONAL
35.566.384/0001;CARLOS DE LIMA ALVES Fantasia: C.L.A. TRANSPORTES;;(41) 99242-8686;PRESUMIDO OU LUCRO REAL
35.577.531/0002;TAQUARA LANCHES & COMERCIO DE BEBIDAS LTDA;AVENIDA CURITIBA, 760 LOJA 01, BAIRRO CENTRO;"(41) 3393-2645
(41) 99875-2120 
miguel-marques25";PRESUMIDO OU LUCRO REAL
35.712.508/0001;H. UEDA CONSTRUTORA LTDA Fantasia: H. UEDA CONSTRUTORA;;(41) 99642-4292;SIMPLES NACIONAL
35.743.405/0001;BATISTA & BATISTA MOVEIS LTDA AVENIDA VISCONDE DO RIO BRANCO, 293 SALA;AVENIDA VISCONDE DO RIO BRANCO, 293 SALA;(47) 98814-0580;SIMPLES NACIONAL
35.771.421/0001;ALVES & LUCCA COMERCIO DE ALIMENTOS LTDA;AVENIDA VISCONDE DO RIO BRANCO, 36 LOJA 05 E;"(41) 98775-3511 
(43) 99994-5381";PRESUMIDO OU LUCRO REAL
35.774.073/0001;BIG ALIMENTOS GUARATUBA LTDA Fantasia: BIG ALIMENTOS;AVENIDA SENGES, S/N LOTE 66 QUADRA16, BAIRRO;(41) 99123-7979;SIMPLES NACIONAL
35.789.815/0001;PALENSKE ASSESSORIA LTDA Fantasia: LGP PARTICIPACOES;;(41) 99112-0555;PRESUMIDO OU LUCRO REAL
35.802.501/0001;MARIA AMELIA DOS SANTOS Fantasia: PASTELARIA 3 IRMAOS;AVENIDA VINTE E NOVE DE ABRIL, 965 QUADRA0009;"(41) 99736-7447 
(41) 99697-0793 
pastelaria3";SIMPLES NACIONAL
35.802.501/0002;MARIA AMELIA DOS SANTOS Fantasia: PASTELARIA 3 IRMAOS;AVENIDA VISCONDE DO RIO BRANCO, 525;"(41) 99736-7447 
(41) 99697-0793 
pastelaria3";SIMPLES NACIONAL
35.807.243/0001;KARINE RODRIGUES EUCLIDES - MATERIAIS DE CONSTRUCAO LTDA;AVENIDA DAMIAO BOTELHO DE SOUZA, 2367 ,;"(41) 98501-8452 
(41) 98719-6594";SIMPLES NACIONAL
35.816.748/0001;ERCILENE PRIMO GOMES SOARES LTDA Fantasia: MERCADO & COMERCIO DE BEBIDAS;;"(44) 99869-1626 
(44) 99707-8072";SIMPLES NACIONAL
35.817.616/0001;COMPLEXO GUERREIROS LTDA Fantasia: GUERREIROS;;"(41) 99634-1143 
vannejunior22";PRESUMIDO OU LUCRO REAL
35.826.606/0001;MRV COMERCIO E REPRESENTACAO PRODUTOS HOSPITALARES LTDA;;(41) 3442-1572;SIMPLES NACIONAL
35.964.968/0001;AMIS VET GUARATUBA LTDA Fantasia: AMIS VET CLINICA VETERINARIA;AVENIDA PONTA GROSSA, 400 , BAIRRO CENTRO;(41) 99708-8055;SIMPLES NACIONAL
36.088.065/0001;AGUIA SERVICOS E APOIO ADMINISTRATIVO LTDA;;"(41) 3472-1252
(41) 3472-4460";SIMPLES NACIONAL
36.139.892/0001;AL MARE INDUSTRIA E COMERCIO DE PESCADOS LTDA;AVENIDA JOAO GUALBERTO, 961 QUADRA0336;(41) 98829-9434;PRESUMIDO OU LUCRO REAL
36.165.358/0001;RISDEN REPRESENTACOES COMERCIAIS LTDA Fantasia: RISDEN REPRESENTACOES;;(41) 99102-2568;SIMPLES NACIONAL
36.209.884/0001;LUANA LAURETH DICK LTDA Fantasia: MOOVE HARD TRAINING;;(41) 98521-5824;SIMPLES NACIONAL
36.229.309/0001;EMPORIO GAS & AGUA GUARATUBA LTDA Fantasia: EMPORIO GAS & AGUA;;(41) 3472-6345;PRESUMIDO OU LUCRO REAL
36.246.611/0001;CLAUDIOMAR RIBEIRO LTDA RUA CLEVELANDIA, 20 , BAIRRO BREJATUBA;;(41) 99153-0828;SIMPLES NACIONAL
36.307.844/0001;RENATO FRANSCISCO EBINER VENDA E CONSORCIO DE VEICULOS LTDA;;(41) 99978-4627;SIMPLES NACIONAL
36.414.212/0001;IMPERIO DAS UTILIDADES DOMESTICAS LTDA Fantasia: IMPERIO DAS UTILIDADES;AVENIDA PARANA, 2257 LOTE 13 QUADRA322,;(41) 99985-5656;SIMPLES NACIONAL
36.457.161/0001;EXCELENCIA CENTRO EDUCACIONAL LTDA Fantasia: ISV CONSULTORIA EDUCACIONAL;;(41) 99995-1441;SIMPLES NACIONAL
36.473.162/0001;MARCELO WASILEWSKI FILHO PISCINAS LTDA Fantasia: PISCINA E LAZER;;(41) 3442-1001;SIMPLES NACIONAL
36.499.068/0001;CLICK CRIACOES LTDA Fantasia: CLICK SOLUCOES;AVENIDA PONTA GROSSA, 1290 , BAIRRO CENTRO;(41) 3442-1572;SIMPLES NACIONAL
36.525.561/0001;ODIR FABIANO RIBEIRO LTDA AVENIDA ALVORADA DO SUL, 745 LOTE 00028;AVENIDA ALVORADA DO SUL, 745 LOTE 00028;(41) 99688-8268;PRESUMIDO OU LUCRO REAL
36.570.038/0001;MEGA LITORAL UTILIDADES LTDA. RUA JOSE NICOLAU ABAGGE, 1307 SALA 3, BAIRRO;;(41) 3472-1252;PRESUMIDO OU LUCRO REAL
36.613.802/0001;GMF MATERIAIS DE CONSTRUCAO LTDA Fantasia: RIBEIRO MATERIAIS DE CONSTRUCAO;;(41) 99767-3638;SIMPLES NACIONAL
36.614.697/0001;ECO APOIO TRANSPORTE MARITIMO LTDA AVENIDA GUARATUBA, SN LOTE 10 QUADRA08,;AVENIDA GUARATUBA, SN LOTE 10 QUADRA08,;(99) 99921-2575;SIMPLES NACIONAL
36.627.462/0001;JS7 EQUIPAMENTOS LTDA Fantasia: SANDRO MARCELO CORDEIRO;;(41) 99294-7351;PRESUMIDO OU LUCRO REAL
36.680.540/0001;SERVI MONITORAL LIMPEZA E MANUTENCAO LTDA;;(41) 3442-1153;LUCRO PRESUMIDO
36.737.893/0001;DRRD REPRESENTACOES COMERCIAIS LTDA RUA VENEZUELA, 599 , BAIRRO NEREIDAS;;(41) 98822-2995;SIMPLES NACIONAL
36.766.292/0001;PRINT KOLOR COMERCIO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA LTDA;;(41) 99717-1956;PRESUMIDO OU LUCRO REAL
36.801.875/0001;GUILHERME RECUPERADORA DE VEICULOS LTDA;;(41) 99674-0330;SIMPLES NACIONAL
36.839.052/0001;PATRICK BUCCIO CRUZ CLINICA DE ESTETICA LTDA;;(47) 99974-4755;SIMPLES NACIONAL
36.879.428/0001;AUTOCAR VEICULOS LTDA. RUA JOSE NICOLAU ABAGGE, 810 , BAIRRO CENTRO;;"(41) 3442-1281
(41) 99921-1281";LUCRO PRESUMIDO
36.945.812/0001;MIRANDA CONSTRUTORA E TRANSPORTADORA LTDA;AVENIDA GUAIRA, 1894 , BAIRRO PICARRAS;(41) 98524-0458;SIMPLES NACIONAL
37.023.427/0001;VINHOS FINOS CAPITAL LTDA RUA CLAUDINO DOS SANTOS, 721 , BAIRRO;;(41) 99968-5685;LUCRO PRESUMIDO
37.056.128/0001;GUILHERME RACHELLE HERNASKI RUA RANDOLFO BASTOS, 1101 CASA CASA, BAIRRO;;(41) 99642-6669;SIMPLES NACIONAL
37.056.364/0001;CASA DO PVC LTDA Fantasia: MC FORRO DE PVC;;(47) 99116-5939;SIMPLES NACIONAL
37.109.826/0001;INSTITUTO BIANCA CHROMIEC LTDA Fantasia: IBC INSTITUTO BIANCA CHROMIEC;AVENIDA JOSE NICOLAU ABAGGE, 874 SALA 03,;(47) 99956-2444;SIMPLES NACIONAL
37.120.381/0001;WANDERLEIA PEREIRA SOLDATI LTDA Fantasia: DOPPIO W.W;;(41) 99797-9086;SIMPLES NACIONAL
37.123.677/0001;SUL COREANA IMPORTADOS LTDA Fantasia: SUL COREANA IMPORTADOS;;(41) 98830-2584;SIMPLES NACIONAL
37.138.171/0001;SORAYA EL KADRI LTDA Fantasia: STRAVAGANZA MODAS;AVENIDA 29 DE ABRIL, 699 LOJA 02, BAIRRO;(41) 99666-7343;PRESUMIDO OU LUCRO REAL
37.184.244/0001;QUIOSQUE PETISCOS DO MAR LTDA AVENIDA ATLANTICA, S/N QUIOSQ3, BAIRRO;AVENIDA ATLANTICA, S/N QUIOSQ3, BAIRRO;(42) 3025-6309;SIMPLES NACIONAL
37.188.376/0001;VIEIRA & MACHADO COMERCIO DE PECAS LTDA;AVENIDA DAMIAO BOTELHO DE SOUZA, 232 ,;"(41) 99931-4697 
(41) 3235-4599";SIMPLES NACIONAL
37.198.031/0001;CANTINHO DAS GULOSEIMAS LTDA Fantasia: CANTINHO DAS GULOSEIMAS;;(41) 99905-7177;SIMPLES NACIONAL
37.203.371/0001;ODC ODONTOLOGIA GUARATUBA LTDA Fantasia: ODONTOCOMPANY;AVENIDA PONTA GROSSA, 404 SALA 01, BAIRRO;(41) 98732-7188;SIMPLES NACIONAL
37.247.423/0001;MILAGROS DE LOS ANGELES MAVO MAGRINI SERVICOS MEDICOS LTDA;AVENIDA 29 DE ABRIL ESQUINA COM GUILHERME;(41) 99205-4663;SIMPLES NACIONAL
37.252.378/0001;BROT POINT - RESTAURANTE E LANCHONETE LTDA.;AVENIDA ATLANTICA, S/N QUIOSQ01, BAIRRO;"(41) 3442-1281
(41) 99921-1281";SIMPLES NACIONAL
37.288.417/0001;PERSIO JOSE SANTOS DA LUZ Fantasia: PICO DO ACAI;;"(47) 99698-4166 
rodriguesairton100";PRESUMIDO OU LUCRO REAL
37.388.415/0001;TERRA CASAS TOPOGRAFIA E MEIO AMBIENTE LTDA;;(41) 3442-6847;SIMPLES NACIONAL
37.410.103/0001;FLORATTA CAFETERIA LTDA Fantasia: FLORATTA COFFEE, FLOWERS & GITTS;;(47) 99949-2521;SIMPLES NACIONAL
37.411.967/0001;ATILIO CARLOS CELLI NETO ASSESSORIA E SERVICOS;;(41) 98412-0421;SIMPLES NACIONAL
37.427.657/0001;TURMADA BRUTA EDITORA E LANCAMENTOS LTDA;"AVENIDA MAFRA, 453 QUADRA 0211;LOTE 00016,";"(62) 98473-6730 
wneto55";PRESUMIDO OU LUCRO REAL
37.435.400/0001;LANCHONETE QUIOSQUE LETREIRO LTDA AVENIDA AVENIDA ALTANTICA, SN;AVENIDA AVENIDA ALTANTICA, SN;(41) 99818-8518;SIMPLES NACIONAL
37.449.830/0001;GASPARIM E MEHL COMERCIO E INDUSTRIA DE PESCADOS LTDA;AVENIDA JUVEVE, SN QUADRA006A - PLANTA 04;(41) 3352-3352;SIMPLES NACIONAL
37.549.844/0001;CONNECT MOVEIS PLANEJADOS LTDA Fantasia: CONNECT PLANEJADOS;;(41) 99846-4357;SIMPLES NACIONAL
37.665.871/0001;COMERCIO DE PRODUTOS NATURAIS - E. I. D. LTDA;AVENIDA 29 DE ABRIL, 330 LOJA 01 EDIF;"(41) 99998-6913 
elcimo10";SIMPLES NACIONAL
37.665.972/0001;CORINA I. C. MAIA ODONTOLOGIA LTDA Fantasia: CORINA MAIA HARMONIZACAO FACIAL E;;(41) 99281-2030;SIMPLES NACIONAL
37.714.264/0001;GIANNY HERBERT GALVAO DAS NEVES SERVICOS MEDICOS LTDA;;(41) 98856-8506;SIMPLES NACIONAL
37.715.727/0001;BORGES & SALVI LTDA Fantasia: PORTO CANOAS LANCHONETE;AVENIDA ATLANTICA, 777 QUIOSQ09, BAIRRO;(41) 99926-2388;SIMPLES NACIONAL
37.726.803/0001;CLINICA LITORAL SUL - AVALIACAO MEDICA E PSICOLOGICA LTDA;;"(41) 99652-2223 
clinicapsi1";SIMPLES NACIONAL
37.748.990/0001;MARIO SERGIO DA PAZ REPRESENTACAO COMERCIAL LTDA;AVENIDA RIO NEGRO, 785 , BAIRRO COROADOS;(41) 99162-4679;SIMPLES NACIONAL
37.759.133/0001;TEXAS COMERCIO VAREJISTA DE ARMAS E ACESSORIOS E TREINAMENTO ESPORTIVO;;(41) 99746-9000;SIMPLES NACIONAL
37.766.541/0001;R2O COMERCIO ATACADISTA DE GRAOS LTDA AVENIDA PARANA, 07 SALA 02, BAIRRO GUARATUBA;AVENIDA PARANA, 07 SALA 02, BAIRRO GUARATUBA;"(48) 99625-9307 
(43) 99625-9307 
r20";PRESUMIDO OU LUCRO REAL
37.797.331/0001;J. N. R. A. RESTAURANTE & EMPREENDIMENTOS LTDA;AVENIDA DAMIAO BOTELHO DE SOUZA, 75 , BAIRRO;"(41) 3442-6683
(41) 99277-9624";SIMPLES NACIONAL
37.847.884/0001;D GENOVESKI PRESTADOR DE SERVICOS LTDA;;(41) 99954-0460;SIMPLES NACIONAL
37.851.282/0004;PRODUTIVA COMERCIO DE GRAOS ADUBOS E FERTILIZANTES LTDA;;(47) 99147-0360;LUCRO PRESUMIDO
37.866.866/0001;LITORAL REFRIGERACAO LTDA RUA JOSE NICOLAU ABAGGE, 185 LOTE 0006A;;(41) 99638-6273;PRESUMIDO OU LUCRO REAL
37.870.914/0001;DFJ - CONSTRUTORA E INCORPORADORA LTDA.;;"(41) 3442-1281
(41) 99921-1281";LUCRO PRESUMIDO
37.993.773/0001;LR INCORPORADORA LTDA Fantasia: LR INCORPORADORA;;(41) 99254-5457;LUCRO PRESUMIDO
38.034.077/0001;SING CLINICA ESPECIALIZADA LTDA Fantasia: SING CLINICA ESPECIALIZADA;;(41) 99634-8553;SIMPLES NACIONAL
38.058.161/0001;DI CARLO ROMAO LTDA Fantasia: DUDS;AVENIDA VISCONDE DO RIO BRANCO, SN LOTE;(41) 99999-0339;SIMPLES NACIONAL
38.073.414/0001;D. ALEXANDRE COMERCIO DE PECAS Fantasia: CASA DAS BATERIAS ITAPOA;AVENIDA MINAS GERAIS, 9 SALA 6, BAIRRO;"(41) 99233-5674 
(47) 99629-5674";PRESUMIDO OU LUCRO REAL
38.073.414/0002;D. ALEXANDRE COMERCIO DE PECAS Fantasia: CASA DAS BATERIAS GUARATUBA;;(47) 3443-1658;PRESUMIDO OU LUCRO REAL
38.092.660/0001;XLT PESCADOS LTDA Fantasia: XLT PESCADOS;;"(41) 3453-7777
jlcontato7";SIMPLES NACIONAL
